name,email,district,county,longitude,latitude,location,address,wasteType,facilityType
CHANDARIA INDUSTRIES LIMITED,info@chandaria .com,NAIROBI COUNTY,Nairobi,36.885481 degrees,1.244533 degrees,"RUARAKA INDUSTRIAL ZONE,BABA DOGO ROAD","P.O.BOX 30621 NAIROBI,+254 8563252-4",Plant,Recycling
HIROHITO SCRAP METAL,hirohito@yahoo.com,NAIROBI EAST,Nairobi,01.30996 S,036.86412 E,LR. NO. 209/136/277 LOWER KIRINYAGA ROAD,P.O BOX 906 KIAMBU,Site,Transfer station
East African Compliant Recycling Limited,robert.trustcott@eacr.net,Mavoko,Machakos,1.283'S 36.817'E,1.17'S 34.49'E,"Along Mombasa Road,Athi River LR NO.11895/48",P.O.Box 49266-00100 Nairobi,Plant,Recycling
PENTA TANCOM FLOWERS LTD -NDARUGU FARM,"penta@pentaflowers.co.ke, bryan@pentaflowers.co.ke",THIKA,Kiambu,37degrees 1’.58E,1degree 5'.21S,"LR. NO. 11407/7-20 NDARUGU FARM, OFF THIKA ROAD","P.O. BOX 40452-00100,
NAIROBI",Site,Composite
ENVIRONMENTAL & COMBUSTION CONSULTANTS LTD,james@ecclkenya.com,KAJIADO,Kajiado,36.951720799999975000,-1.477163500000000000,KITENGELA OFF PRISON ROAD,"P.O BOX 72828-00200
NAIROBI.",Plant,Incinerator
EAST AFRICAN COMPLIANT RECYCLING LTD,robert.trustcott@eacr.net,Mavoko,Machakos,1.283'S 36.817'E,1.17'S 34.49'E,"LR No. 11895/48 ALONG MOMBASA ROAD, ATHIRIVER","P.O. Box 49266-00100
NAIROBI",Plant,Recycling
SAIMBOTSHIP CONTRACTORS LTD,saimbot@yahoo.com,MOMBASA,Mombasa,S 04.039050,E039.617890,"LR NO.3178/77/76/VI/MN,PORTREIZ,MOMBASA.",PO BOX 40461-80100 MOMBASA.,Site,Incinerator
SAIMBOT SHIP CONTRACTORS LTD,saimbot@yahoo.com,MOMBASA,Mombasa,S04.039230,E039.618160,"LR.NO IXV 527,NAROK ROAD,MOMBASA.",P.O BOX 40461-80100 MOMBASA.,Site,Recycling
Kenya Medical Research Institute - KEMRI,ohse@kemri.org,NAIROBI,Nairobi,"37.3256, - 86.572266","37.0625, - 95.677068","Mbagathi Road, off Mbagathi Way","Kenya Medical Research Institute (KEMRI HQs), Mbagathi Rd,
P.O Box 54840 - 00200,
Nairobi, Kenya.",Site,Incinerator
KABURU AND SONS LTD,jose.mwendo@yahoo.com,kwale,Kwale,"39°32'5.74""E","3°56'51.91""S.",KOKOTONI,P.O. BOX 83521 - 80100,Plant,Recycling
KINCA TRADING ENTERPRISES LTD,kinca@yahoo.com,NAIROBI,Nairobi,01'.26328''S,36'.88710''E,"LR.NO 204, OFF MUTARAKWA RD, KARIOBANGI SOUTH","P.O BOX 8542-00100
NAIROBI",Site,Transfer station
BAMBURI CEMENT LTD,Jared.Kokach@lafarge.com,Mombasa,Mombasa,3⁰ 85” S,39⁰79” E,"LR. NO MN/10921, FELIX MANDL ROAD, KISAUNI MOMBASA","P.O. BOX 10921-00100,
NAIROBI",Site,Land fill
KITUI DISTRICT HOSPITAL,dmsokitui@gmail.com,KITUI,Kitui,-,-,KITUI DISTRICT HOSPITAL,"P.O BOX 22-90200
KITUI",Plant,Incinerator
Environmental and Combustion Consultants Ltd,james@ecclkenya.com,KAJIADO,Kajiado,36.951720799999975000,-1.477163500000000000,KITENGELA OFF PRISON ROAD,"P.O Box 72828-00200,
Nairobi.",Plant,Incinerator
DEVKI STEEL MILLS LTD,info@devkisteel.com,MOMBASA,Mombasa,-,-,MIRITINI ALONG MOMBASA NAIROBI ROAD PLOT NO 467 SEC V/MN,"P.O BOX 84267-80100,
MOMBASA",Plant,Recycling
Juja Pulp and Paper Ltd,jujapulp@gmail.com,Juja,Kiambu,"1 5'5.20""S","36 59'33.02""E",Juja Town,"P.O. Box 232-01011,
Kalimoni",Plant,Recycling
LUNEK LTD,lucykariuki63@yahoo.com,NAIROBI UTAWALA,Nairobi,36.972864e,-1.267868 s,MIHINGO SUB LOCALITY KIWATHI ROAD,P.O BOX41031-00100 NAIROBI,Site,Transfer station
DANCATH INVESTMENTS LIMITED,selimarajab@hotmail.com,voi,Taita Taveta,482944.181,9600600.147,"L.R. No. 12262, TAITA VILLAGE, WANGALA, MAUNGU LOCATION","P.O BOX 40461, NAIROBI",Site,Recycling
IMARA STEEL MILLS LIMITED,info@imarasteel.co.ke,Isinya,Kajiado,36degrees 53'4''E,1degree 19'27''S,Kajiado/Kaputiei North/30162,"P. O. BOX 73097 00200
NAIROBI",Plant,Recycling
DANKA AFRICA LTD,dankaafrica@gmail.com,mazeras,Kilifi,39° 32’48.73 E,3° 57’31.49 S’,"LR NO 851 at Pasta/Mugumo-Mazeras,Kilifi county.",BOX 78484-VIWANDANI.,Site,Recycling
DEEKEM PETROLEUM AND INDUSTRIAL CHEMICALS LTD,deekempetroleum@yahoo.com,CHANGAMWE,Mombasa,0390 36’09.0’ East,04004’13.1’’ South,LR. NO. MN/III/1182 CHANGAMWE DISTRICT MOMBASA,"P.O. BOX 60-00200,
NAIROBI",Plant,Recycling
UNIQUE SUNSHINE ENVIRONMENTAL SERVICES LIMITED,uniquesunshine77@yahoo.com,kilifi District,Kilifi,03052’0.46’’ SOUTH,0390 28’0.63’’ East,Mazeras,P.O. 41219-80100 MOMBASA,Plant,Recycling
MASEKA SCRAP METAL,masekascrap@gmail.com,MACHAKOS,Machakos,-,-,"OFF MOMBASA ROAD, OPPOSITE HOTEL CONNECTION IN MLOLONGO,ATHI RIVER SUBCOUNTY,MACHAKOS COUNTY","P.O BOX 139,
MLOLONGO",Site,Transfer station
davetrade innovators,dses2011@gmail.com,nairobi city,Nairobi,36.825058,-1.2666373,PLOT L.R NO. 36/1/960 EASTLEIGH SECTION I,box 68464- 00610 nairobi,Site,Transfer station
PREMIER INDUSTRIES LIMITED,info@premierindltd.com,"NAIROBI NORTH, KASARANI",Nairobi,1.24347,36.87612,"BABA DOGO ROAD, RUARAKA - KASARANI","P. O. BOX 22460 - 00400,
BABA DOGO ROAD, RUARAKA
NAIROBI",Plant,Recycling
ROBA SCRAP METAL DEALERS,robascrap@gmail.com,Machakos,Machakos,-,-,ATHI RIVER NEAR MINIG KMC ROAD ON PLOT NO 337/1290,P.O BOX 345 ATHI RIVER,Plant,Transfer station
NICHROS (K) LTD,nichroskltd@gmail.com,NAIROBI,Nairobi,-,-,INDUSTRIAL AREA LIKONI ENTERPRISE NEXT TO TOTAL PETROL STATION AND TETRA PACK,"P.O BOX 13999-00800
NAIROBI",Plant,Other
JAMII HOSPITAL,jamii.hospital@gmail.com,MATHIRA EAST DISTRICT,Nyeri,-,-,"KARATINA TOWN,HOSPITAL ROAD, MATHIRA EAST DISTRICT PLOT N0 36 BLOCK 11 KARATINA","P.O BOX 1230-10101
KARATINA",Plant,Incinerator
SHRIJI PLASTICS LTD,shrijiplastics@gmail.com,NAIROBI,Nairobi,-,-,"INDUSTRIAL AREA, ROAD A, OFF ENTERPRISE ROAD, LR N0 12596/20","P.O BOX 18476-00500,
NAIROBI, KENYA
TEL; 553429",Plant,Recycling
ENDMOR STEEL MILLERS LTD.,endmorsteel@ymail.com,NAIROBI,Nairobi,E36.8626990,SI.3061388,"LR. NO. 12470, INDUSTRIAL AREA NAIROBI","P.O BOX 68392-00622,
NAIROBI",Plant,Recycling
ENDMOR STEEL MILLERS LTD.,endmorsteel@ymail.com,EMBAKASI,Nairobi,E36.8626990,SI.3061388,INDUSTRIAL AREA -NAIROBI PLOT LR/12470,P.O BOX 68392- 00622 NAIROBI.,Plant,Recycling
Greencity Incinerators,gincinerators@gmail.com,NAIROBI EAST,Nairobi,E036.90348,S01.31844,LR NO 9042/689,po box 57996-00200 nairobi,Plant,Incinerator
Aga Khan University Hospital Nairobi,alphonse.odongo@aku.edu / rangnath.kandambi@aku.edu,Plot No. LR.NO 209/5804,Nairobi,36.82408,-1.26103,3rd Parklands Avenue Nairobi,P. O. Box 30270-00100,Plant,Incinerator
EAST AFRICAN PORTLAND CEMENT CO. LTD,info@eastafricaportlandcement.com,mavoko,Machakos,0,0,ATHI RIVER MAVOKO,"P.O BOX 20-00204,
ATHI-RIVER",Plant,Incinerator
OSERIAN DEVELOPMENT COMPANY LIMITED,info@oserian.com; linda.munyao@oserian.com,Naivasha,Nakuru,199279,9908623,"Off Moi South Lake Road, Naivasha District","P. O Box 2010-20117
NAIVASHA",Plant,Incinerator
AFWAN HOSPITAL,afwanmedical@gmail.com,NAIROBI,Nairobi,-,-,MUINAMI STREET OPP PUMWANI HOSPITAL LR 36/339,"P.O BOX 46041-00100
NAIROBI
TEL; 020-8084481",Plant,Incinerator
OL-NJOROWA LTD-NAIVASHA,olnjorowa@iconnect.co.ke,NAIVASHA,Nakuru,-,-,"NAIVASHA DISTRICT, HELLS GATE LOCATION","P.O BOX 879-20117
NAIVASHA",Plant,Composite
VEE PLASTICS LIMITED,Vplast2011@yahoo.com,NAIROBI,Nairobi,N/A,N/A,NAIROBI,"35, NAIROBI",Plant,Recycling
HIGHWAY SCRAP METAL DEALERS,highwayscrap@gmail.com,NAIROBI,Nairobi,-,-,"KIGANJO ROAD SOUTH C, OPPOSITE KENYA POWER","P.O BOX 77400
NAIROBI",Site,Transfer station
DAQARE TRANSPORTERS LIMITED,daqare@gmail.com,NAIROBI,Nairobi,-,-,"LANDHI-MAWE, OFF FACTORY STREET, INDUSTRIAL AREA, NAIROBI COUNTY","P.O BOX 6730-00300,
RONALD NGALA, NAIROBI,
KENYA.",Plant,Recycling
RISHIT METALS LTD,rishitmetals@gmail.com,NAIROBI,Nairobi,-,-,"NORTH AIRPORT ROAD, EMBAKASI",P.O BOX 78727-0050T,Plant,Recycling
RED LANDS ROSES LTD,gm@redlandsroses.co.ke,RUIRU,Nairobi,-,-,TATU CITY ALONG RUIRU-KIAMBU ROAD,"P.O BOX 10-00232, RUIRU",Site,Composite
METRO CONSTRUCTION & GENERAL SUPPLIES NETWORK,wakaruru123@yahoo.com,CHANGAMWE DISTRICT,Mombasa,-,-,"L.R No.8107/01,Changamwe District,Mombasa along Nairobi-Mombasa Road","P.O BOX 75498-00200, NAIROBI",Plant,Transfer station
ENGLISH PRESS LIMITED,mail@englishpress.co.ke,NAIROBI,Nairobi,-,-,"INDUSTRIAL AREA, ENTERPRISE ROAD, NAIROBI",P.O BOX 30127,Plant,Incinerator
NAIVASHA PLASTICS LIMITED,edenakuru@gmail.com,NAIVASHA,Nakuru,-,-,"INDUSTRIAL AREA, NAIVASHA","P.O BOX 6334-00100, NAIROBI",Plant,Recycling
THE METAL MERCHANTS LTD,Metalmerchants@yahoo.com,EMBAKASI,Nairobi,-,-,"AIRPORT NORTH ROAD, EMBAKASI","P.O BOX 36846-00200, NAIROBI",Plant,Transfer station
ENGLISH PRESS LIMITED,Englishpress@gmail.com,"INDUSTRIAL AREA,ENTERPRISE ROAD,NAIROBI",Nairobi,-,-,INDUSTRIAL AREA,"P.O BOX 30127-00100, NAIROBI",Plant,Incinerator
METRO CONSTRUCTION AND GENERAL SUPPLIES NETWORK,wakaruru123@yahoo.com,CHANGAMWE,Mombasa,-,-,CHANGAMWE DISTRICT,"P.O BOX 75498-00200,
NAIROBI",Plant,Transfer station
PENTA TANCOM LTD JUJA FARM,penta@pentaflowers.co.ke,THIKA,Kiambu,-,-,"LR NO. 10090/20, OFF JUJA MUKINYE RD THIKA DISTRICT","P.O BOX 40452-00100,
NAIROBI",Plant,Composite
SANEGY LIMITED,info@saner.gy,MAVOKO,Machakos,-,-,"LR.NO. 23961 KINANIE MAVOKO, MACHAKOS","P.O BOX 26527-00100,
NAIROBI",Plant,Compost
KONGONI RIVER FARM LTD,info@kongoniriverfarm.com,"NAIVASHA, NAKURU COUNTY",Nakuru,"036, 44048 E","00, 68694 S","LR. NO. 5212 NAIVASHA, FLOWER BUSINESS PARK","P.O BOX 1401-20117,
NAIVASHA",Plant,Composite
NYOTA VENTURES COMPANY LTD,nyotametalsk@yahoo.com,NAIROBI,Nairobi,-,-,LR NO. 209/12062,"P.O BOX 46466-00100,
NAIROBI",Site,Transfer station
SINOMET KENYA LIMITED,siametosdm@yahoo.com,NAIROBI,Nairobi,E. 036.83245,S 01.27330,"NAIROBI EAST OFF PARK RD, LR NO. 209/3530/12","P.O BOX 31652-00600,
NAIROBI",Site,Transfer station
ACCURATE STEEL MILLS LTD,accurate@bhachuind.co.ke,NAIROBI,Nairobi,-,-,LR NO. 209/10299/300 FALCON RD,"P.O BOX 74332-00200,
NAIROBI",Plant,Recycling
SOCIAL SERVICES LEAGUE -M.P SHAH HOSPITAL,info@mpshahhosp.org,NAIROBI WEST,Nairobi,-,-,NAIOROBI PARKLANDS AREA ALONG SHIVACHI RD,"P.O BOX 14497-00800,
NAIROBI",Plant,Incinerator
LIKI RIVER FARM LIMITED,travi@vegpro-group.com,naivasha,Nakuru,-,-,NAIVASHA,"P.O BOX 1271-20117,
NAIVASHA",Site,Composite
SYNGENTA KENYA CUTTINGS,info.kenyacuttings@syngenta.com,THIKA,Kiambu,-,-,-,"P.O BOX 27774,
NAIROBI",Site,Composite
COUNTY COUNCIL OF THIKA,ccthika@localgovernment.go.ke,thika,Kiambu,-,-,"GATUANYAGA DUMPSITE, GATUANYAGA LOCATION THIKA","P.O BOX 1170,
THIKA",Site,Other
CHOKA SUPLLIES LTD,chokasupplies@gmail.com,NAIROBI,Nairobi,-,-,-,"P.O BOX 38711-00600,
NAIROBI",Site,Transfer station
KAMONGO WASTE PAPER LTD,kamongowastepaper@yahoo.com,NAIROBI,Nairobi,N/A,N/A,INDUSTRIAL AREA KAMPAL ROAD,"P.O BOX 67313-00200,
NAIROBI",Plant,Recycling
THE METAL MERCHANTS LTD,sheezadfazal@gmail.com,MOMBASA KENYATTA AVENUE,Mombasa,039.65987 DEGREES EAST,04.04437 DEGREES SOUTH,MOMBASA,"P.O.BOX 41330-80100,
MOMBASA",Site,Transfer station
ABYSSINIA IRON AND STEEL LTD,evereststeel@yahoo.com,"KIBOS ROAD,KISUMU",Kisumu,E 034.79464 DEGREES,S 00.07518 DEGREES,KISUMU,"P.O.BOX 1231-40100,
KISUMU",Plant,Recycling
KAMONGO WASTE PAPER LTD,kamongowastepaper@gmail.com,INDUSTRIAL AREA KAMPALA ROAD,Nairobi,-,-,NAIROBI,"P.O.BOX 67313-00200,
NAIROBI",Plant,Recycling
NAIROBI WOMEN'S HOSPITAL,info@nairobiwomenshospital.co.ke,NAIROBI,Nairobi,"36. 46' 53"" EAST","1. 17' 58"" SOUTH","LR NO. 2/396 KIRICHWA RD, OFF NGONG RD","P.O BOX 10552-00100,
NAIROBI",Plant,Incinerator
JORDAN HOPSITAL,info@jordanhospital.co.ke,KITUI,Kitui,-,-,KITUI PAST PARK VILLA HOTEL,"P.O BOX 1143,
KITUI",Plant,Incinerator
AGRO CHEMICAL & FOOD (Co) LTD,admin@acf.co.ke,NYANDO DISTRICT,Kisumu,-,-,"LR. NO. 12926, NYANDO DISTRICT MUHORONI","P.O. BOX I8-40107,
MUHORONI",Plant,Incinerator
GOLDEN TULIP FARMS LTD,goldentulip@yahoo.com,OL KALAO DISTRICT,Kirinyaga,-,-,OL KALAO,"P.O.BOX 45-20303,
OL KALAO",Site,Composite
PRIME STEEL MILLS LTD,primesteel@yahoo.com,NAMANGA,Kajiado,-,-,NAMANGA,"P.O.BOX 285,
KITENGELA",Plant,Recycling
AFRISCAN (K) LIMITED,afriscan@yahoo.com,NYANDARUA DISTRICT,Nairobi,-,-,KAGONGO LOCATION,"P.O.BOX 0050224883,
NAIROBI",Site,Other
ASSOCIATED BATTERY MANUFACTURES (EA) LTD,batman@abm.co.ke,KATHIANI DISTRICT,Nairobi,36.97850330000006,1.4577245,ATHI RIVER OFF MAKADARA ROAD,"P.O.BOX 48917-00100,
NAIROBI",Plant,Recycling
KITUI GENERAL HOSPITAL,kituigeneral@yahoo.com,KITUI DISTRICT,Kitui,-,-,KITUI TOWN,"P.O.BOX 22-90200,
KITUI",Site,Incinerator
AFRIKEN INTERNATIONAL LTD,vishal@tank-group.com,"INDUSRIAL AREA ,ROAD A,OFF ENTERPRISE ROAD",Nairobi,-,-,INDUSTRIAL AREA,"P.O.BOX 11214-00400,
NAIROBI",Plant,Recycling
PARAS INDUSTRIES LTD,parasindustries@yahoo.com,"MOGADISHU ROAD/NANYUKI ROAD, INDUSTRIAL AREA",Nairobi,-,-,INDUSTRIAL AREA,"P.O.BOX 45-00606,
NAIROBI",Plant,Recycling
EKOTECH LIMITED,ekotechkenya@gmail.com,INDUSTRIAL AREA NAIROBI LR NO 209/18957,Nairobi,-,-,LR NO 209/18957 ROAD C OFF ENTERPRISE ROAD IN DUSTRIAL AREA,"P.O.BOX 41142-00100,
NAIROBI",Plant,Recycling
BAMBURI CEMENT MOMBASA PLANT,corp-info@bamburi.lafarge.com,KISAUNI DISTRICT,Mombasa,-,-,TELIX MANDI ROAD KISAUNI DISTRICT,"P.O.BOX 90202-80100,
MOMBASA",Plant,Incinerator
MOI TEACHING AND REFFERAL HOSPITAL,director@mtrh.or.ke,ELDORET EAST DISTRICT,Uasin Gishu,-,-,ELDORET,"P.O.BOX 3,
ELDORET",Site,Incinerator
FRIENDLY POLYMARS LTD,frienldypolmarsltd@yahoo.com,NAIROBI,Nairobi,-,-,"LR 209/8850 LUNGA-LUNGA ROAD INDUSTRIAL AREA, NAIROBI","P.O.BOX 66594-00800,
NAIROBI",Plant,Recycling
FRANKA SCRAP METAL DEALERS,agnesnimooh@yahoo.com,ENTERPRISE ROAD GILGIL ROAD NEXT TO BHACHU PRODUCTS INDUSTRIAL AREA MAKADARA NAIROBI,Nairobi,-,-,NAIROBI,"P.O.BOX 9338-00300,
NAIROBI",Site,Transfer station
WILSON MUTHEE NGUNJIRI,mutheewily@yahoo.com,MARUNGU LOCATION,Taita Taveta,-,-,VOI,"P.O.BOX 689,
VOI",Plant,Recycling
TATA CHEMICALS MAGADI LIMITED,info-magadi@tata.com,"KAJIADO DISTRICT,MAGADI LOCATION",Kajiado,-,-,MAGADI,"P.O.BOX 1-00205,
MAGADI.",Site,Composite
JACRI SCRAP METAL,jacriscrap@gmail.com,KARIOBANGI LIGHT INDUSTRIES,Nairobi,-,-,NAIROBI,"P.O.BOX 206,
NAIROBI",Site,Transfer station
DEVKI STEEL MILLS LTD,info@devkisteel.com,ATHI RIVER ALONG MOMBASA ROAD,Nairobi,-,-,NAIROBI,"P.O.BOX 33319-00600,
NAIROBI",Plant,Recycling
PALAK INTERNATIONAL LTD,info@palakinternational.co.ke,KIKUYU,Nairobi,-,-,LR No 077206 209 Kikuyu County Council,"P.O.BOX32380-00600,
NAIROBI",Site,Recycling
RIFT VALLEY RAILWAYS,paul.kabaale@rvr.co.ke,NAIROBI,Nairobi,-,-,RAILWAYS WORKSHOPS-NAIROBI COUNTY,"P.O. BOX 62502-00200
NAIROBI",Site,Incinerator
RIFT VALLEY RAILWAYS,paul.kabaale@rvr.co.ke,NAIROBI,Nairobi,-,-,RAILWAYS YARD,"P.O. BOX 62502-00200
NAIROBI",Site,Incinerator
ITEN DISTRICT HOSPITAL,itendistricthospital@yahoo.com,ITEN-KAPSOWAR ROAD,Elgeyo Marakwet,-,-,-,P.O. BOX 332 ITEN,Site,Incinerator
PRIMAROSA FLOWERS LTD,primarosa@gmail.com,NYANDARUA WEST,Nyandarua,-,-,NYANDARUA WEST DISTRICT,"P.O.BOX 255,
OL JORO OROK",Site,Composite
BEAKAMS ENTERPRISES,beakams@gmail.com,NAIROBI,Nairobi,-,-,"OFF JOGOO ROAD,OPPOSITE CITY STADIUM,KAMUKUNJI","P.O.BOX 78202-00507,
NAIROBI",Site,Transfer station
THE AGA KHAN HOSPITAL MOMBASA,akhm@akhskenya.org,MOMBASA DISTRICT,Mombasa,-,-,PLOT NO 190/26 VANGA ROAD NYERERE AVENUE MOMBASA,"P.O. BOX 83013-80100
MOMBASA",Site,Incinerator
RAINMAC METAL FOWADERS LTD,rainmack@yahoo.com,NAIROBI EAST,Nairobi,-,-,NAIROBI EAST,"P.LO.BOX 22434-00100,
NAIROBI",Site,Transfer station
GLOBAL BY PRODUCTS,global@yahoo.com,NAIROBI EAST,Nairobi,E.036.50.346,S01.17.5626,FACTORY STREET MUTHURWA NAIROBI,"P.O.BOX 66696-00800,
NAIROBI",Site,Transfer station
LEWAR PLASTICS ENTERPRISES,lewarplastics@yahoo.com,NAIROBI,Nairobi,-,-,"NJIRU MWIKI RD, NEAR QUARRY ABOUT 300M FROM DC","P.O BOX 71-00520,
RUAI",Site,Transfer station
POLLENT LIMITED,info.pollen@syngenta.com,RUIRU DISTRICT,Kiambu,-,-,-,"P.O BOX 1037,
RUIRU",Site,Composite
MOHAMED ABDI FARAH,mohamed@nema.go.ke,GARISSA,Garissa,-,-,"GARISSA COUNTY, GARISSA TOWNSHIP, ALONG NGAMIA RD OPP. NGAMIA HARDWARE","P.O BOX 25885-00100,
NAIROBI",Plant,Transfer station
CRYSTAL INDUSTRIES LTD,crystalindustries@yahoo.com,KIAMBU,Kiambu,-,-,KIKIUYU,"P.O BOX 14608-00800,
NAIROBI",Plant,Recycling
JAY SCRAP METAL DEALERS,jayscrapdealers@yahoo.com,NAIROBI NORTH,Nairobi,-,-,"HAZINA ESTATE, PLOT NO. G3, SOUTH B, ENTERPRISE ROAD.","P.O BOX 78673-00507
NAIROBI",Plant,Transfer station
OSERIAN DEVELOPMENT COMPANY LTD,info@oserian.com,NAIVASHA,Nakuru,-,-,OSERIAN FARM MOI SOUTH LAKE ROAD NAIVASHA DISTRICT,"P.O BOX 2010-20117,
NAIVASHA",Plant,Recycling
OSERIAN DEVELOPMENT COMPANY LTD,info@oserian.com,NAIVASHA,Nakuru,-,-,OSERIAN FARM MOI SOUTH LAKE ROAD NAIVASHA DISTRICT,"P.O BOX 2010-20117,
NAIVASHA",Site,Composite
MADHU PAPER KENYA LTD,madhupaper@gmail.com,NAIROBI,Nairobi,-,-,"NBI PROVINCE, INDUSTRIAL AREA, SEREM RD OFF -LUNGALUNGA RD, OPPOSITE DEEPA INDUSTRIES PLOT 209/8801","P.O BOX 78065-00507,
NAIROBI",Plant,Recycling
STANDARD ROLLING MILLS,nyumba@africonline.co.ke,KILIFI,Kilifi,-,-,LR NO. MN/V/1697 KALIANGOMBE RABAI LOCATION,"P.O BOX 83594-80100,
MOMBASA",Plant,Incinerator
GN & COMPANY POLYTHENE LTD,gn@wananchi.com,EMBAKASI NAIROBI,Nairobi,-,-,EMBAKASSI ON PLOT LR. NO. 9042/110,"P.O BOX 78122-00507,
NAIROBI",Plant,Recycling
RIFTVALLEY ROSES (K) LTD,riftvalleyroses@yahoo.com,NIVASHA,Nakuru,-,-,NAIVASHA DISTRICT NORTH KINANGOP ROAD OFF GAYAMAIYU NYAKINYUA RD NEAR NYS KARATI,"P.O BOX 20117
NAIVASHA",Plant,Composite
THOMAS JAOKO OWINO,isendili@yahoo.com,NAIROBI NORTH,Nairobi,-,-,NAIROBI COUNTY NAIROBI NORTH DISTRICT RUARAKA-LUCKY SUMMER AREA,"P.O BOX 70-00158,
KAYOLE-NAIROBI",Site,Transfer station
KENYA FLOURSPAR COMPANY LTD,kenyaflourspar@yahoo.com,-,Uasin Gishu,-,-,KENYA FLOURSPAR COMPANY PREMISES- KIMWARER,"P.O BOX PRIVATE BAG,
ELDORET",Plant,Incinerator
KAPCHORUA TEA CO. LTD,kapchorua@williamson.co.ke,KAPCHORUA LOCATION NANDI COUNTY,Nandi,-,-,LR NO. 11770 KAPCHORUA LOCATION NANDI COUNTY,"P.O BOX 12-30301,
NANDI HILLS",Plant,Incinerator
ROSETO LIMITED,roseto@megaspingroup.com,NAKURU,Nakuru,-,-,RONGAI CONSTITUNCY NAKURU DISTRICT,P. O BOX 3204-20100 NAKURU,Site,Composite
EASTERN PRODUCE KENYA LIMITED,nandi@easternproduceboard.co.ke,nandi,Nandi,-,-,LR NO. 1481/8 NANDI HILLS,"P.O BPX 22-30301,
NANDI HILLS",Plant,Incinerator
SUN AND OCEAN COMPANY LTD,sunoceancompany@gmail.com,MARIAKANI KILIFI NCOUNTY,Kilifi,-,-,LR. NO. 26646 MITANGONI MARIAKANI KILIFI COUNTY,"P.O. BOX 88031-80100,
MOMBASA",Plant,Recycling
COAST CLAY WORKS LIMITED,coastclayworks@africaonline.co.ke,MOMBASA,Mombasa,-,-,PORTREITZ CHANGAMWE AREA MOMBASA,"P.O BOX 80559-80100,
MOMBASA",Plant,Incinerator
ZHONGEN PETROCHEMICAL,xuyan121@hotmail.com,EMBAKASI- NAIROBI,Nairobi,-,-,LR. NO. 209/9814 Off Falcon Rd Industrial Area adjacent to Nairobi Bins Services,"P.O BOX 9482-00100,
NAIROBI",Plant,Incinerator
FINLAYS HORTICULTURE-FINLAYS MEDICAL CENTRE,info.kenya@finlays.net,LR. NO. 7471 MOI SOUTH LAKE ROAD,Nakuru,-,-,NAIVASHA,"P.O BOX 10222-00400,
NAIROBI",Plant,Incinerator
EXPORT PROCESSING ZONES AUTHORITY,exportzone@gmail.com,machakos,Machakos,-,-,EPZ ATHI RIVER MAVOKO MUNICIPALITY,P.O.BOX 50563-00200 NAIROBI,Plant,Incinerator
MUTSYA SCRAP METAL DEALERS,mutisya@yahoo.com,MAVOKO,Machakos,-,-,ATHI RIVER ADJACENT TO MINERAL ENTERPRISES,"P.O BOX 498,
MACHAKOS",Site,Transfer station
KAYBEES IMPEX LIMITED,info@kayebees.com,MACHAKOS,Machakos,-,-,LR NO. 12774SYOKIMAU OPPOSITE MASTERMINE OFF MOMBASA ROAD MAVOKO COUNTY,"P.O BOX 40044-00100,
NAIROBI",Site,Transfer station
MAMA LUCY,mamalucyhospital@yahoo.com,-,Nairobi,-,-,NAIROBI EAST,"P.O BOX 1278-00515
BURUBURU NAIROBI",Plant,Incinerator
TARMAL WIRE PRODUCTS LTD,tarmal@africaonline.co.ke,Mombasa,Mombasa,-,-,MAZERAS PLT NO MV/478 AND MV/479KILIFI COUNTY ALONG MOMBASA-NRB HIGHWAY,P.O BOX 81292-80100,Plant,Recycling
FINLAYS HORTICULTURE K LTD FLAMINGO FARM,info.kenya@finlays.net,NAIVASHA,Nakuru,-,-,LR NO 10854/11 MOI SOUTH LAKE ROAD,P.O BOX 102200400 NAIROBI,Site,Composite
FINLAY HORTICULTURE K LTD-SIRAJI FARM,info.kenya@finlays.net,Naivasha,Nakuru,"7.44'59""","0.04 32' 52""N;","BUURI DISTRICT ALONG NANYUKI RD LR NO 1.,TIMAU",P.O BOX 1022-00400 NAIROBI,Site,Composite
RUKURIRI TEA FACTORY COMPANY LTD,rteafactory@yahoo.com,EMBU EAST DISTRICT,Embu,-,-,6KM OFF EMBU-MERU HIGHWAY,"P.O BOX 166,
RUNYENJES",Plant,Composite
UNIQUE SUNSHINE ENVIRONMENTAL SERVICES,uniquesunshine77@yahoo.com,MARIAKANI,Kilifi,0559917E,9563640 N,"LR.NO.167,MUGUMO PATSA,KILIFI COUNTY",41219-80100 MOMBASA,Site,Recycling
THE AGA KHAN HOSPITAL KISUMU,info@plenser.com,kisumu,Kisumu,-,-,LR NO. 61280 KISUMU,"P.O BOX 530-40100,
KISUMU",Plant,Incinerator
WASTE ELECTRICAL AND ELECTRONIC WASTE EQUIPMENT,info@weecentre.com,NAIROBI SOUTH,Nairobi,_,_,"SILVERSTONE GODOWN,AIRPORTR NORTH ROAD, OFF MOMBASA ROAD,EMBAKASI, NAIROBI","P.O BOX 48584-000100
NAIROBI",Plant,Other
